record_number,paper_number,paper_identifier,group_number_within_paper,group_id,source_evidence,has_section_reference,has_table_reference,has_figure_reference,has_page_reference
1365,283,https://doi.org/10.1016/j.est.2025.118238,1,ARC_Base_NCM811,Fig. 7a; Table 5 (Base arc),0,1,0,0
1366,283,https://doi.org/10.1016/j.est.2025.118238,2,ARC_Microcapsule_NCM811,Fig. 7b; Table 5 (Mp arc),0,1,0,0
1367,283,https://doi.org/10.1016/j.est.2025.118238,3,HotBox_NCM811_Base,Table 4 (Base of NCM811); Table 5 (Base hot box),0,1,0,0
1368,283,https://doi.org/10.1016/j.est.2025.118238,4,HotBox_NCM811_Microcapsule,Table 4 (Mp of NCM811); Table 5 (Mp hot box),0,1,0,0
1369,283,https://doi.org/10.1016/j.est.2025.118238,5,HotBox_NCM622_Base,Table 4 (Base of NCM622),0,1,0,0
1370,283,https://doi.org/10.1016/j.est.2025.118238,6,HotBox_NCM622_Microcapsule,Table 4 (Mp of NCM622),0,1,0,0
1371,283,https://doi.org/10.1016/j.est.2025.118238,7,HotBox_NCM90505_Base,Table 4 (Base of NCM90505),0,1,0,0
1372,283,https://doi.org/10.1016/j.est.2025.118238,8,HotBox_NCM90505_Microcapsule,Table 4 (Mp of NCM90505),0,1,0,0
1373,283,https://doi.org/10.1016/j.est.2025.118238,9,HotBox_Dose_0gAh,"Fig. 4a,b (0 g/Ah)",0,0,0,0
1374,283,https://doi.org/10.1016/j.est.2025.118238,10,HotBox_Dose_2gAh,"Fig. 4a,b (2 g/Ah)",0,0,0,0
1375,283,https://doi.org/10.1016/j.est.2025.118238,11,HotBox_Dose_4gAh,"Fig. 4a,b (4 g/Ah)",0,0,0,0
1376,283,https://doi.org/10.1016/j.est.2025.118238,12,HotBox_Dose_6gAh,"Fig. 4a,b (6 g/Ah)",0,0,0,0
1377,283,https://doi.org/10.1016/j.est.2025.118238,13,LateralHotPlate_Microcapsule,Fig. 9a; Table 5 (Mp lateral thermal abuse),0,1,0,0
1378,284,https://doi.org/10.1016/j.est.2025.118292,1,Test1_OM,"Fig. 3 (heater), Fig. 9 (TR timing), Section 2.2 and Section 3.1–3.2",1,0,0,0
1379,284,https://doi.org/10.1016/j.est.2025.118292,2,Test1_TM,Section 3.1; Fig. 15 (case temperatures); Section 3.3,1,0,0,0
1380,284,https://doi.org/10.1016/j.est.2025.118292,3,Test2_OM,"Fig. 9 (timing), Fig. 3 (heater), Section 3.1–3.2",1,0,0,0
1381,284,https://doi.org/10.1016/j.est.2025.118292,4,Test2_TM,"Section 3.1–3.4; Fig. 9 (timing), Fig. 16–17 (flame/HRR), Fig. 15 (case temps)",1,0,0,0
1382,284,https://doi.org/10.1016/j.est.2025.118292,5,Test3_OM,"Fig. 9 (timing), Section 3.2; Fig. 3 (heater)",1,0,0,0
1383,284,https://doi.org/10.1016/j.est.2025.118292,6,Test3_TM,"Section 3.1–3.4; Fig. 9 (timing), Fig. 16–17 (flame/HRR), Fig. 15 (case temps)",1,0,0,0
1384,285,https://doi.org/10.1016/j.est.2025.118294,1,Li6PS5Cl_FullyCharged_Heating,Figure 5a; text in Section 2.1.5 referencing [21],1,0,1,0
1385,286,https://doi.org/10.1016/j.est.2025.118515,1,NoPCM_0pctSOC,Fig. 12 (0% SOC) and Fig. 13a; Section 4.2,1,0,0,0
1386,286,https://doi.org/10.1016/j.est.2025.118515,2,NoPCM_50pctSOC,Fig. 12 (50% SOC) and Fig. 13b; Section 4.2,1,0,0,0
1387,286,https://doi.org/10.1016/j.est.2025.118515,3,NoPCM_100pctSOC,Fig. 12 (100% SOC) and Fig. 13c; Section 4.2,1,0,0,0
1388,286,https://doi.org/10.1016/j.est.2025.118515,4,PCM_5mm_100pctSOC,"Fig. 14b,f and Fig. 15a; Section 4.3",1,0,0,0
1389,286,https://doi.org/10.1016/j.est.2025.118515,5,PCM_10mm_100pctSOC,Fig. 14c–e and Fig. 15b; Abstract and Sections 4.1–4.3,0,0,0,0
1390,287,https://doi.org/10.1016/j.est.2025.118783,1,SIB_SOC100,"Table 2; Fig. 1a; Fig. 3a–b; Section 3.1; Figs. 4(a–d,a′–d′) and 5a",1,1,0,0
1391,287,https://doi.org/10.1016/j.est.2025.118783,2,SIB_SOC75,Table 2; Fig. 1b; Section 3.1,1,1,0,0
1392,287,https://doi.org/10.1016/j.est.2025.118783,3,SIB_SOC50,Table 2; Fig. 1c; Section 3.1,1,1,0,0
1393,287,https://doi.org/10.1016/j.est.2025.118783,4,LIB_SOC100,"Table 2; Fig. 2a; Fig. 3c–d; Section 3.1; Figs. 4(e–h,e′–h′) and 5b",1,1,0,0
1394,287,https://doi.org/10.1016/j.est.2025.118783,5,LIB_SOC75,Table 2; Fig. 2b; Section 3.1,1,1,0,0
1395,287,https://doi.org/10.1016/j.est.2025.118783,6,LIB_SOC50,Table 2; Fig. 2c; Section 3.1,1,1,0,0
1396,287,https://doi.org/10.1016/j.est.2025.118783,7,LIB_SOC25,Fig. 2d; Section 3.1; Table S1 (Supplementary),1,1,0,0
1397,287,https://doi.org/10.1016/j.est.2025.118783,8,LIB_SOC0,Fig. 2e; Section 3.1; Table S1 (Supplementary),1,1,0,0
1398,288,https://doi.org/10.1016/j.est.2025.118907,1,Test_1_High_CW_Lower,"Table 4; Section 3.1.1; Fig. 5a,g–i",1,1,0,0
1399,288,https://doi.org/10.1016/j.est.2025.118907,2,Test_2_High_CW_Centre,Table 4; Fig. 5b,0,1,0,0
1400,288,https://doi.org/10.1016/j.est.2025.118907,3,Test_3_High_CW_Upper,Table 4; Section 3.2.1; Fig. 5c,1,1,0,0
1401,288,https://doi.org/10.1016/j.est.2025.118907,4,Test_4_High_Mod_Lower,Table 4; Fig. 5d,0,1,0,0
1402,288,https://doi.org/10.1016/j.est.2025.118907,5,Test_5_High_Mod_Centre,Table 4; Fig. 5e; Fig. 6b,0,1,0,0
1403,288,https://doi.org/10.1016/j.est.2025.118907,6,Test_6_High_Mod_Upper,Table 4; Fig. 5f,0,1,0,0
1404,288,https://doi.org/10.1016/j.est.2025.118907,7,Test_7_70W_CW_Lower,"Table 5 (70 W set); Fig. 7a,g; Section 3.2.2",1,1,0,0
1405,288,https://doi.org/10.1016/j.est.2025.118907,8,Test_8_70W_CW_Centre,"Table 5 (70 W set); Fig. 7b,g; Section 3.2.2",1,1,0,0
1406,288,https://doi.org/10.1016/j.est.2025.118907,9,Test_9_70W_CW_Upper,"Table 5 (70 W set); Fig. 7c,g; Fig. 9a; Section 3.2.2",1,1,0,0
1407,288,https://doi.org/10.1016/j.est.2025.118907,10,Test_7_Repeat_50W_CW_Lower,"Table 5 (50 W CW repeat); Fig. 10a,d",0,1,0,0
1408,288,https://doi.org/10.1016/j.est.2025.118907,11,Test_8_Repeat_50W_CW_Centre,"Table 5 (50 W CW repeat); Fig. 10b,f",0,1,0,0
1409,288,https://doi.org/10.1016/j.est.2025.118907,12,Test_10_Med_Mod_Lower,Table 5; Fig. 7d; Fig. 9b,0,1,0,0
1410,288,https://doi.org/10.1016/j.est.2025.118907,13,Test_11_Med_Mod_Centre,Table 5; Fig. 7e,0,1,0,0
1411,288,https://doi.org/10.1016/j.est.2025.118907,14,Repeatability_80W_CW_Lower,"Fig. 11a,g (Cell #1); Section 4.4",1,0,0,0
1412,288,https://doi.org/10.1016/j.est.2025.118907,15,Repeatability_70W_CW_Lower,"Fig. 11b,g (Cell #2); Section 4.4",1,0,0,0
1413,288,https://doi.org/10.1016/j.est.2025.118907,16,Repeatability_65W_CW_Lower,"Fig. 11c,g (Cell #3); Section 4.4",1,0,0,0
1414,289,https://doi.org/10.1016/j.est.2025.119292,1,Pouch_NCM_100,Section 4.2 (comparison to nail penetration case); Fig. 4a narrative,1,0,0,0
1415,289,https://doi.org/10.1016/j.est.2025.119292,2,Pouch_NCM_40,Section 4.2 (pouch-cell safety ranking and induction period); Fig. 4a/4b narrative,1,0,0,0
1416,289,https://doi.org/10.1016/j.est.2025.119292,3,Cyl_NCM_100,Section 4.1; Fig. 4a/4b narrative (TR triggered at 225.3 °C; 93.3 s induction; Tmax 921.0 °C),1,0,0,0
1417,289,https://doi.org/10.1016/j.est.2025.119292,4,Cyl_NCM_75,Section 4.1; Fig. 4a narrative (Tmax 827.5 °C),1,0,0,0
1418,289,https://doi.org/10.1016/j.est.2025.119292,5,Cyl_NCM_50,Section 4.1 and 4.2; Fig. 4a narrative (Tmax 791.1 °C; extended post-reaction cooling discussed),1,0,0,0
1419,290,https://doi.org/10.1016/j.est.2025.119376,1,ARC_Sample_A,Fig. 6a; Table 4; Section 4 Results and discussion,1,1,0,0
1420,290,https://doi.org/10.1016/j.est.2025.119376,2,ARC_Sample_B,Fig. 6b; Table 4; Section 4 Results and discussion,1,1,0,0
1421,291,https://doi.org/10.1016/j.est.2025.119435,1,Immersion_0mm_SOC100,"Fig. 2 (explosion at ~713 s), Fig. 3(a,f) for temperature curve and peak dT/dt, Fig. 3(e) for Topen and topen; Section 3.1.1–3.1.2",1,0,0,0
1422,291,https://doi.org/10.1016/j.est.2025.119435,2,Immersion_25mm_SOC100,"Fig. 3(b,e,f) for temperature metrics; Fig. 5(b) for gas suppression; Section 3.1.2–3.1.3",1,0,0,0
1423,291,https://doi.org/10.1016/j.est.2025.119435,3,Immersion_45mm_SOC100,"Fig. 3(c,e,f) for thermal metrics; Fig. 5(b) for gas suppression; Section 3.1.2–3.1.3",1,0,0,0
1424,291,https://doi.org/10.1016/j.est.2025.119435,4,Immersion_75mm_SOC100,"Fig. 3(d,e,f) for thermal metrics and delays; Fig. 5(b) for complete EX elimination and HF suppression; Section 3.1.2–3.1.3",1,0,0,0
1425,291,https://doi.org/10.1016/j.est.2025.119435,5,SOC0_Immersion45mm,"Fig. 8(a,f) for Topen and post-vent temperature increase; Fig. 9(a,b,d) for gas and FED trends; Section 3.2.1–3.2.3",1,0,0,0
1426,291,https://doi.org/10.1016/j.est.2025.119435,6,SOC50_Immersion45mm,"Fig. 8(b,f) for Topen and temperature increase; Fig. 9(a,b,d) for gas and FED; Section 3.2.1–3.2.3",1,0,0,0
1427,292,https://doi.org/10.1016/j.est.2025.119449,1,Sim_Base_207mm,"Section 4.1; Fig. 4(b) (temperature), Fig. 5 (pressure/flow), Fig. 7–8 (PEEQ and deformation)",1,0,0,0
1428,292,https://doi.org/10.1016/j.est.2025.119449,2,Sim_JRpos_1p6mm,"Section 4.2; Fig. 9 (differential pressure trends vs JR position), Fig. 10 (PEEQ maps at 1.6 mm)",1,0,0,0
1429,292,https://doi.org/10.1016/j.est.2025.119449,3,Sim_JRpos_5p8mm,"Section 4.2; Fig. 9 (equilibrium positioning), Fig. 10 (reduced PEEQ at 5.8 mm)",1,0,0,0
1430,292,https://doi.org/10.1016/j.est.2025.119449,4,Sim_JRpos_10mm,"Section 4.2; Fig. 9 (pressure shift to top), Fig. 10 (PEEQ at 10 mm)",1,0,0,0
1431,292,https://doi.org/10.1016/j.est.2025.119449,5,Sim_Height_260mm,"Section 4.3; Fig. 11 (temperature/pressure vs height), Fig. 12 (PEEQ at 260 mm), qualitative comparison to experiment in Fig. 13",1,0,0,0
1432,292,https://doi.org/10.1016/j.est.2025.119449,6,Sim_Height_300mm,"Section 4.3; Fig. 11(a–c) (pressure and temperature vs height), Fig. 12 (PEEQ at 300 mm)",1,0,0,0
1433,293,https://doi.org/10.1016/j.est.2025.119718,1,ARC_SOC_100,"Fig. 1(a,b,c) and Table 2; Section 3.1.1",1,1,0,0
1434,293,https://doi.org/10.1016/j.est.2025.119718,2,ARC_SOC_75,"Fig. 1(a,b,c) and Table 2; Section 3.1.1",1,1,0,0
1435,293,https://doi.org/10.1016/j.est.2025.119718,3,ARC_SOC_50,"Fig. 1(a,b,c) and Table 2; Section 3.1.1",1,1,0,0
1436,293,https://doi.org/10.1016/j.est.2025.119718,4,ARC_SOC_25,"Fig. 1(a,b,c) and Table 2; Section 3.1.1",1,1,0,0
1437,294,https://doi.org/10.1016/j.ensm.2020.10.020,1,FullCell_Test_No_1_EV-ARC,"Table 1; Fig. 2(a,b); Fig. 3(a,b)",0,1,0,0
1438,294,https://doi.org/10.1016/j.ensm.2020.10.020,2,FullCell_Test_No_2_EV-ARC,"Table 1; Fig. 2; Fig. 3(c,d)",0,1,0,0
1439,294,https://doi.org/10.1016/j.ensm.2020.10.020,3,FullCell_Test_No_3_EV-ARC,"Table 1; Fig. 2; Fig. 3(e,f)",0,1,0,0
1440,294,https://doi.org/10.1016/j.ensm.2020.10.020,4,Partial_Cell_Ca-Ele_EV-ARC,"Table 4; Fig. 8(a,b)",0,1,0,0
1441,294,https://doi.org/10.1016/j.ensm.2020.10.020,5,Partial_Cell_An-Ele_EV-ARC,"Table 4; Fig. 8(a,b)",0,1,0,0
1442,294,https://doi.org/10.1016/j.ensm.2020.10.020,6,Partial_Cell_Ca-An_EV-ARC,"Table 4; Fig. 8(a,b)",0,1,0,0
1443,294,https://doi.org/10.1016/j.ensm.2020.10.020,7,LN_Ceased_TR_Prevention_EV_plus_ARC,Fig. 4(a–c); Fig. 7; Sections 3.2–3.3,0,0,0,0
1444,294,https://doi.org/10.1016/j.ensm.2020.10.020,8,Validation_21Ah_Bare_PE_EV-ARC,"Fig. 11(a,b)",0,0,0,0
1445,295,https://doi.org/10.1016/j.ensm.2021.04.035,1,Full_NMC811_ARC_31%EC,Fig. 1a (T1/T2/T3) and Section 2.1; Fig. 4b,1,0,0,0
1446,295,https://doi.org/10.1016/j.ensm.2021.04.035,2,Partial_CaEly_ARC,"Fig. 1a (T2 and dT/dt), Fig. 1c (Qtotal); Fig. 2a–c",0,0,0,0
1447,295,https://doi.org/10.1016/j.ensm.2021.04.035,3,Partial_CaAn_ARC,"Fig. 1a (T2 and dT/dt), Fig. 1c (Qtotal); Fig. 3a,b,d",0,0,0,0
1448,295,https://doi.org/10.1016/j.ensm.2021.04.035,4,Partial_AnEly_ARC,"Fig. 1a (T2 and dT/dt), Fig. 1b (relative heat contributions)",0,0,0,0
1449,295,https://doi.org/10.1016/j.ensm.2021.04.035,5,Full_NMC811_ARC_0%EC,Fig. 4c (DSC of Ca+An+Ely_0%EC) and Fig. 4d (ARC comparison); Section 2.4,1,0,0,0
1450,295,https://doi.org/10.1016/j.ensm.2021.04.035,6,Full_NMC532_ARC_31%EC,Fig. 4d; Section 2.4,1,0,0,0
1451,296,https://doi.org/10.1016/j.ensm.2024.103481,1,LE_SLP_500W_ExternalHeating,Figure 5e–f; Section 3.5 (External heating experiments of LE-SLP),1,0,1,0
1452,296,https://doi.org/10.1016/j.ensm.2024.103481,2,QSE_SLP_500W_ExternalHeating,Figure 5g–h and Section 3.5 (External heating experiments of QSE-SLP),1,0,1,0
1453,296,https://doi.org/10.1016/j.ensm.2024.103481,3,LE_DLP_ARC,Figure 6a–b and Section 3.6 (ARC results for LE-DLP),1,0,1,0
1454,296,https://doi.org/10.1016/j.ensm.2024.103481,4,QSE_DLP_ARC,Figure 6c–d and Section 3.6 (ARC results for QSE-DLP),1,0,1,0
1455,296,https://doi.org/10.1016/j.ensm.2024.103481,5,PDOL_QSE_DLP_ARC,Figure S12; Section 3.6 (ARC results for PDOL-DLP),1,0,1,0
1456,297,https://doi.org/10.1016/j.ensm.2024.103790,1,DSC_TGMS_3.3M-MU0.5,"Fig. 2c (DSC onset at 210.7 °C), Fig. 2e (TG-MS NH3 generation >210.4 °C), Fig. 2g–h (char layer and zero-SET flame test)",0,0,0,0
1457,297,https://doi.org/10.1016/j.ensm.2024.103790,2,TGMS_3.3M-MU0.95,Fig. 2f (TG-MS gas evolution for 3.3 M-MU0.95); narrative of flame test outcome in text,0,0,0,0
1458,297,https://doi.org/10.1016/j.ensm.2024.103790,3,DSC_3.3M-U0.5,Fig. 2c (DSC comparison showing lower heat absorption and higher peak temperature vs MU-based TRNE),0,0,0,0
1459,298,https://doi.org/10.1016/j.ensm.2025.104197,1,SOC_100,"Fig. 1b (setup), Fig. 2a (behavior), Fig. 3a–b and Table 2 (thermal parameters), Fig. 6a (gas temperature), Fig. 7a,d (gas velocity and vessel pressure)",0,1,0,0
1460,298,https://doi.org/10.1016/j.ensm.2025.104197,2,SOC_50,"Fig. 2b (behavior), Fig. 3c–d and Table 2 (thermal parameters), Fig. 6b (gas temperature), Fig. 7b,d (gas velocity and vessel pressure)",0,1,0,0
1461,298,https://doi.org/10.1016/j.ensm.2025.104197,3,SOC_0,"Fig. 2c (behavior), Fig. 3e–f and Table 2 (thermal parameters showing no TR), Fig. 6c (gas temperature), Fig. 7c,d (gas velocity and vessel pressure)",0,1,0,0
1462,299,https://doi.org/10.1016/j.ensm.2025.104223,1,LIB_ARC_2Ah_NCM811_SiOxC,Table 1 (Conventional LIB row),0,1,0,0
1463,299,https://doi.org/10.1016/j.ensm.2025.104223,2,Composite_ASSB_HotBox_1Ah_LATP_PEO,"Table 1, Ref. [30]",0,1,0,0
1464,299,https://doi.org/10.1016/j.ensm.2025.104223,3,Polymer_ASSB_ARC_PEO_LiTFSI_3pct_NH4PF6,"Table 1, Ref. [32]",0,1,0,0
1465,299,https://doi.org/10.1016/j.ensm.2025.104223,4,QuasiSSB_HotBox_0p28Ah_PVC_CPVC_GPE_LCO_Graphite,"Table 1, Ref. [33]",0,1,0,0
1466,299,https://doi.org/10.1016/j.ensm.2025.104223,5,QuasiSSB_ARC_2p2Ah_InSituPolymerized_Gel,"Table 1, Ref. [34]",0,1,0,0
1467,299,https://doi.org/10.1016/j.ensm.2025.104223,6,QuasiSSB_HotBox_2p2Ah_InSituPolymerized_Gel,"Table 1, Ref. [34]",0,1,0,0
1468,299,https://doi.org/10.1016/j.ensm.2025.104223,7,QuasiSSB_HotBox_111Ah_360Whkg,"Table 1, Refs. [12,35]",0,1,0,0
1469,299,https://doi.org/10.1016/j.ensm.2025.104223,8,Sulfide_ASSB_HotBox_Argyrodite_30Ah,"Table 1, Ref. [37]",0,1,0,0
1470,299,https://doi.org/10.1016/j.ensm.2025.104223,9,Sulfide_ASSB_HotBox_Li6PS5Cl_NCM90_1Ah,"Table 1, Ref. [38]",0,1,0,0
1471,299,https://doi.org/10.1016/j.ensm.2025.104223,10,LATP_Pellet_LiContact_ThermalTest,"Fig. 9c and Section 6 (summarizing Refs. [14], [28])",1,0,0,0
1472,299,https://doi.org/10.1016/j.ensm.2025.104223,11,LAGP_Pellet_HotStage_260C_WithHIL,Fig. 9d–e and Section 6 (summarizing Ref. [59]),1,0,0,0
1473,300,10.1016/j.ensm.2025.104313,1,Electrolyte_TubeFurnace,,0,0,0,0
1474,300,10.1016/j.ensm.2025.104313,2,LiPF6Salt_TubeFurnace,,0,0,0,0
1475,300,10.1016/j.ensm.2025.104313,3,Cathode_NMC811_WetDelithiated_TubeFurnace,,0,0,0,0
1476,300,10.1016/j.ensm.2025.104313,4,FullCoinCell_CR2032_100SOC_TubeFurnace,,0,0,0,0
1477,301,https://doi.org/10.1016/j.ensm.2025.104520,1,ARC_Adiabatic_Ar,"Fig. 2 (temperature profile T1/T2/T3), Fig. 3 (gas generation and pressure evolution), Section 3.1.1–3.1.2",1,0,0,0
1478,301,https://doi.org/10.1016/j.ensm.2025.104520,2,SingleCell_LateralHeating_GasExtraction_0.049MPa,"Fig. 7a–e (TR vs 0.049 MPa cases), Table 1 (single-cell TR weight loss rates)",0,1,0,0
1479,301,https://doi.org/10.1016/j.ensm.2025.104520,3,SingleCell_LateralHeating_GasExtraction_0.098MPa,"Fig. 7a–f (TR vs 0.098 MPa case; pressure/force profiles and debris), Table 1 (single-cell TR weight loss rates)",0,1,0,0
1480,301,https://doi.org/10.1016/j.ensm.2025.104520,4,Module4_TRP_GasExtraction_0.098MPa,"Fig. 8a–d (TRP vs 0.098 MPa mitigation; tonset and Tmax), Table 1 (TRP weight loss rates)",0,1,0,0
1481,302,https://doi.org/10.1016/j.tsep.2022.101301,1,LIB-18650_Module,Section 3.2.1–3.2.2; Fig. 3; Fig. 4; Fig. 5a–b,1,0,0,0
1482,303,https://doi.org/10.1016/j.tsep.2025.103985,1,LIB1_Heated_Baseline,"Section 3.1 (2.5C example), Fig. 6 (LIB-1 T_max ≈ 540 °C), Fig. 5 (t_r ≈ 1100 s)",1,0,0,0
1483,303,https://doi.org/10.1016/j.tsep.2025.103985,2,LIB2_Test1_0C,"Fig. 7 (LIB-2 T_r and T_max at 0C), Fig. 5 (Δ_tr), Section 3.1–3.2",1,0,0,0
1484,303,https://doi.org/10.1016/j.tsep.2025.103985,3,LIB2_Test2_1C,"Fig. 7 (LIB-2 T_r and T_max at 1C), Fig. 5 (Δ_tr), Section 3.2",1,0,0,0
1485,303,https://doi.org/10.1016/j.tsep.2025.103985,4,LIB2_Test3_2p5C,"Fig. 3 (timeline at 2.5C), Fig. 7 (LIB-2 T_r and T_max at 2.5C), Fig. 5 (Δ_tr), Section 3.1–3.2",1,0,0,0
1486,303,https://doi.org/10.1016/j.tsep.2025.103985,5,LIB2_Test4_5C,"Fig. 7 (LIB-2 T_r and T_max at 5C), Fig. 5 (Δ_tr), Section 3.2",1,0,0,0
1487,303,https://doi.org/10.1016/j.tsep.2025.103985,6,LIB2_Test5_7p5C,"Fig. 7 (LIB-2 T_r and T_max at 7.5C), Fig. 4(k)–(l) (absence of jet flame), Fig. 5 (Δ_tr), Section 3.2",1,0,0,0
1488,303,https://doi.org/10.1016/j.tsep.2025.103985,7,LIB2_Test6_10C,"Fig. 7 (LIB-2 T_r and T_max at 10C), Fig. 4(k)–(l) (absence of jet flame), Fig. 5 (Δ_tr), Section 3.2",1,0,0,0
1489,304,10.1016/j.tsep.2025.104427,1,Yuan_104_LFP_26650_ARC,,0,0,0,0
1490,304,10.1016/j.tsep.2025.104427,2,Wang_147_LFP_Cylindrical_Overheat,,0,0,0,0
1491,304,10.1016/j.tsep.2025.104427,3,Golubkov_141_LFP_18650_ARC,,0,0,0,0
1492,304,10.1016/j.tsep.2025.104427,4,Golubkov_142_NCA_18650_Overheat,,0,0,0,0
1493,304,10.1016/j.tsep.2025.104427,5,Somandepalli_143_LCO_Heating,,0,0,0,0
1494,304,10.1016/j.tsep.2025.104427,6,Jia_130_LFP_86Ah_Overheat,,0,0,0,0
1495,304,10.1016/j.tsep.2025.104427,7,Larsson_114_FTIR_ThermalAbuse,,0,0,0,0
1496,304,10.1016/j.tsep.2025.104427,8,Gerelt-od_119_Raman_Heating,,0,0,0,0
1497,305,https://doi.org/10.1016/j.mtener.2025.101996,1,Control_NoBarrier,"Fig. 4 (control), Fig. S4, Section 3.3",1,0,0,0
1498,305,https://doi.org/10.1016/j.mtener.2025.101996,2,Aerogel_1mm,Fig. 5a; Fig. 7b; Section 3.3,1,0,0,0
1499,305,https://doi.org/10.1016/j.mtener.2025.101996,3,Aerogel_2mm,Fig. 5b; Fig. 7c; Section 3.3,1,0,0,0
1500,305,https://doi.org/10.1016/j.mtener.2025.101996,4,Aerogel_3mm,Fig. 5c; Fig. 7d; Fig. S5; Section 3.3,1,0,0,0
1501,305,https://doi.org/10.1016/j.mtener.2025.101996,5,Aerogel_5mm,Fig. 5d; Fig. 7e; Section 3.3,1,0,0,0
1502,306,https://doi.org/10.1016/j.etran.2019.100034,1,Fresh_EV-ARC,Setup: Section 2.6. Critical parameters: Fig. 13 and Section 3.4.,1,0,0,0
1503,306,https://doi.org/10.1016/j.etran.2019.100034,2,LowTempCycle_-5C_1C_EoL,TR behavior and parameters: Fig. 11a and Fig. 13; discussion in Section 3.4. Setup: Section 2.6.,1,0,0,0
1504,306,https://doi.org/10.1016/j.etran.2019.100034,3,FastCharge_25C_2C_EoL,TR parameters and trends: Fig. 11b and Fig. 13; discussion in Section 3.4. Setup: Section 2.6.,1,0,0,0
1505,307,https://doi.org/10.1016/j.etran.2022.100211,1,DSC_Li+NCM+Electrolyte_NoPEG,"Fig. 3a,e; Table 1; Section 3",1,1,0,0
1506,307,https://doi.org/10.1016/j.etran.2022.100211,2,DSC_Li+NCM+Electrolyte_PEG,"Fig. 3a,e; Table 1; Section 3; Conclusion",1,1,0,0
1507,307,https://doi.org/10.1016/j.etran.2022.100211,3,DSC_Li+Electrolyte_NoPEG,Fig. 3b; Table 2; Section 3,1,1,0,0
1508,307,https://doi.org/10.1016/j.etran.2022.100211,4,DSC_Li+Electrolyte_PEG,Fig. 3b; Table 2; Section 3,1,1,0,0
1509,307,https://doi.org/10.1016/j.etran.2022.100211,5,DSC_NCM+Electrolyte_NoPEG,Fig. 3c; Section 3,1,0,0,0
1510,307,https://doi.org/10.1016/j.etran.2022.100211,6,DSC_NCM+Electrolyte_PEG,Fig. 3c; Section 3,1,0,0,0
1511,307,https://doi.org/10.1016/j.etran.2022.100211,7,DSC_Li+NCM_NoPEG,Fig. 3d; Table 2; Section 3,1,1,0,0
1512,307,https://doi.org/10.1016/j.etran.2022.100211,8,DSC_Li+NCM_PEG,Fig. 3d; Table 2; Section 3,1,1,0,0
1513,308,https://doi.org/10.1016/j.etran.2022.100212,1,SOC_100_EV-ARC,"Fig. 3(a-1,a-2); Table 1 (safety valve opening); Table 2 (peak temperature/pressure); Section 3.1.2; Section 3.2 (Stage IV example)",1,1,0,0
1514,308,https://doi.org/10.1016/j.etran.2022.100212,2,SOC_50_EV-ARC,"Fig. 3(b-1,b-2); Table 1 (safety valve opening); Table 2 (peak temperature/pressure); Section 3.1.2; Section 3.4 (transition temperature)",1,1,0,0
1515,308,https://doi.org/10.1016/j.etran.2022.100212,3,SOC_0_EV-ARC,"Fig. 3(c-1,c-2); Table 1 (safety valve opening); Table 2 (peak temperature/pressure); Section 3.1.2; Section 3.2",1,1,0,0
1516,309,https://doi.org/10.1016/j.etran.2023.100305,1,NMC811_Module_Overheat,"Materials/Setup: Section 2.1–2.4, Fig. 3–5; Heating trigger: Section 2.4; Temperatures and voltages including T_trigger: Section 3.1.1, Fig. 6; Max temperatures: Fig. 7; Vent gas ignition/vent temperatures: Section 3.1.4, Fig. 13; Mass loss and post-mortem: Table 2, Section 3.1.6, Fig. 15.",1,1,0,0
1517,309,https://doi.org/10.1016/j.etran.2023.100305,2,LFP_Module_Overheat,"Materials/Setup: Section 2.1–2.4, Fig. 3–5; Heating trigger: Section 2.4; Temperatures and voltages including T_trigger: Section 3.1.1, Fig. 6; Max temperatures: Fig. 7; Vent gas behavior/temperatures: Section 3.1.4, Fig. 13; Mass loss and post-mortem: Table 2, Section 3.1.6, Fig. 15.",1,1,0,0
1518,310,https://doi.org/10.1016/j.etran.2024.100325,1,PS_Battery,"Section 2.4.4 and Section 3.6.3; Fig. 10a, 10d–e",1,0,0,0
1519,310,https://doi.org/10.1016/j.etran.2024.100325,2,PSEM_Battery,"Section 2.4.4 and Section 3.6.3; Fig. 10b, 10d–e",1,0,0,0
1520,310,https://doi.org/10.1016/j.etran.2024.100325,3,PSEMT3_Battery,"Section 2.4.4 and Section 3.6.3; Fig. 10c, 10d–e",1,0,0,0
1521,311,https://doi.org/10.1016/j.etran.2024.100328,1,EV-ARC_Cell_23Ah,Fig. 4; Section 3.1,1,0,0,0
1522,311,https://doi.org/10.1016/j.etran.2024.100328,2,SingleCell_HRR_Ignited,Fig. 5; Section 3.2,1,0,0,0
1523,311,https://doi.org/10.1016/j.etran.2024.100328,3,SingleCell_NoIgnition,"Fig. 6(a,c); Section 3.3.1–3.3.2",1,0,0,0
1524,311,https://doi.org/10.1016/j.etran.2024.100328,4,SingleCell_Ignited,"Fig. 6(b,d); Section 3.3.1–3.3.2",1,0,0,0
1525,311,https://doi.org/10.1016/j.etran.2024.100328,5,LowerCell_UL_NoIgnition,"Fig. 7(a,c); Section 3.4.1–3.4.2",1,0,0,0
1526,311,https://doi.org/10.1016/j.etran.2024.100328,6,LowerCell_UL_Ignited,"Fig. 7(b,d); Section 3.4.1–3.4.2",1,0,0,0
